"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x1452889689644490754","x1454032841361305609",2021-10-29 10:30:18,"Isabel73019365","@SofiaAttavianoS iba a por Demir, pero se estrelló con Z","Twitter Web App",39,"x1453785185695191044","x1376620852469501964","SofiaAttavianoS",FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,"x1376620852469501964","SofiaAttavianoS","es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Isabel73019365/status/1454032841361305609","Isabel","Turquía","Incondicional de Ibrahim Celikkol",,FALSE,101,224,0,244,149,2021-10-26 06:48:59,FALSE,,,,"https://pbs.twimg.com/profile_banners/1452889689644490754/1635232523","","http://pbs.twimg.com/profile_images/1452890082395017222/DUgKrgFC_normal.jpg"
"x892402982565720064","x1454032841344368641",2021-10-29 10:30:18,"s_s_sase","@roen_pr 早く終われ〜！","Twitter for iPhone",7,"x1454021977325244422","x1113638323321430017","roen_pr",FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,"x1113638323321430017","roen_pr","ja",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/s_s_sase/status/1454032841344368641","佐瀬さん@にょっき所属","埼玉","2020 7/9からtwitch配信してます！18歳 主にドンスタとOxygen not includedを配信してます！#佐静画 ヘッダー:@kikko_gogo ドンスタ 【klei公認アンバサダー】klei ambassador","https://www.amazon.jp/hz/wishlist/ls/12GODCFGDDI6W?ref_=wl_share",FALSE,578,662,26,10200,12332,2017-08-01 15:13:45,FALSE,,,,"https://pbs.twimg.com/profile_banners/892402982565720064/1630682383","","http://pbs.twimg.com/profile_images/1283067802790723590/6_ZNTHi__normal.jpg"
"x1196067111417909249","x1454032841361305611",2021-10-29 10:30:18,"Ensan_BaseeT2","إِنَّ اللَّهَ وَمَلَائِكَتَهُ يُصَلُّونَ عَلَى النَّبِيِّ ۚ يَا أَيُّهَا الَّذِينَ آمَنُوا صَلُّوا عَلَيْهِ وَسَلِّمُوا تَسْلِيمًا","Twitter for Android",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x60576219","MustafaHosny","ar",,,,,,,,,,,,,,,,"x1453941730441502732","إِنَّ اللَّهَ وَمَلَائِكَتَهُ يُصَلُّونَ عَلَى النَّبِيِّ ۚ يَا أَيُّهَا الَّذِينَ آمَنُوا صَلُّوا عَلَيْهِ وَسَلِّمُوا تَسْلِيمًا",2021-10-29 04:28:16,"Twitter for Android",6064,1507,"x60576219","MustafaHosny","Mustafa Hosny",10848456,9,47456,"Egypt","‏‏أتواصل معكم يوميا وأشارككم خواطري",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Ensan_BaseeT2/status/1454032841361305611","Ensan_BaSeeT","القليوبية, مصر","‏‏‏‏‏‏‏بكالوريوس تجاره وعلي باب الله...الاهلى@ ريال مدريد @ 74 😒يسقط كل من خان ...عسكر@فلول@اخوان",,FALSE,1495,848,0,9575,126053,2019-11-17 14:07:36,FALSE,,,,"https://pbs.twimg.com/profile_banners/1196067111417909249/1616151191","","http://pbs.twimg.com/profile_images/1430878593106817027/-AI9qz71_normal.jpg"
"x1433848600799367172","x1454032841344524298",2021-10-29 10:30:18,"ZomerRt","@Heerbean Volgens mij denkt hij dat WOB nog steeds het koosnaampje is van Wopke B Hoekstra.","Twitter for iPhone",81,"x1453987971506520067","x1429989787","Heerbean",FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,"x1429989787","Heerbean","nl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ZomerRt/status/1454032841344524298","RT",,"massavorming haalt de intelligentie van hoog opgeleiden naar beneden.",,FALSE,4,27,0,447,245,2021-09-03 17:45:30,FALSE,,,,"https://pbs.twimg.com/profile_banners/1433848600799367172/1630933133","","http://pbs.twimg.com/profile_images/1434862540971028484/f5kiFujF_normal.jpg"
"x1441769045812867093","x1454032841373720576",2021-10-29 10:30:18,"sam1227_","@omuraisu__0329 いいよぉ","Twitter Web App",4,"x1454031722253729794","x1404424345082945537","omuraisu__0329",FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,"x1404424345082945537","omuraisu__0329","ja",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/sam1227_/status/1454032841373720576","さむ/かさじぞう及び黒キャス撲滅委員会会長","ブラック企業","´,,･ω･)ω-｡)ﾋﾟﾄｯ♡@omuraisu__0329/@kotetsu0032
(; ･`д･´)@zabuton_oisii/@akiyu36
兄→@AJXL1Es8fHx4L9G/姉→@TSUKIMARU33_16
(。-`ω-)@miruku_21_/妹→@9lFu3szU3mt53VE",,FALSE,426,498,1,3804,8115,2021-09-25 14:18:31,FALSE,,,,"https://pbs.twimg.com/profile_banners/1441769045812867093/1635325910","","http://pbs.twimg.com/profile_images/1453281573172875267/NUJR5KBz_normal.jpg"
"x1418355726","x1454032841369481216",2021-10-29 10:30:18,"muda2muda2","雑貨屋で働いていると、新しく入って来た新人が「領収証書いてて思ったんですけど、『上』って名前の人多くないですか？」って、本当にそんな事言う人いるんだな…と思っていると、話を聞いてた店長が真顔で「俺もそれずっと気になってたんだよ、みんな同じ会社の人なのかね…」おいおい、店長…","twittbot.net",,,,,FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,,,"ja",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/muda2muda2/status/1454032841369481216","ダメ主婦な私の無駄ツイート",,"ぐうたら主婦を自認する私が、暇つぶしのためのツイッターアカウントをはじめました！！ぜひぜひ、無駄な笑いを楽しんでいってください♪面白かったらRT",,FALSE,5587,6530,8,138855,0,2013-05-10 15:28:37,FALSE,,,,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/3640426944/542b69a5668af1fa8ca0f5025d9144dd_normal.png"
"x4886894172","x1454032841373741061",2021-10-29 10:30:18,"zdWfVgarfQlEx7H","一回39度まで行ったので解熱剤飲んで現在38度後半です
節々の痛みはマシになったのでこのまま下がってくれめんす
寒気ほぼほぼないから、保冷剤がくそしみる
夕飯はゼリー二つ食べて割りと満足してるのでアイス食べようと思います(？)","Twitter for Android",,,,,FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,,,"ja",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/zdWfVgarfQlEx7H/status/1454032841373741061","りこぴん🍅",,"成人済/地雷ほぼ無し雑多垢/
気が向いたら絵を描く
TRPG/MSSP(人外沼落ち)/twst(🐬🦈🐈を養いたい)/刀剣乱舞/被ノエ/キミガシネ/ダンロン(霧切七海王馬)/
推しを無限摂取したい。
無言フォローします、ごめんなさい",,FALSE,43,192,0,10107,43072,2016-02-10 07:54:40,FALSE,,,,"https://pbs.twimg.com/profile_banners/4886894172/1465241633","","http://pbs.twimg.com/profile_images/1345105378762051584/kCqDVtgJ_normal.jpg"
"x3159657318","x1454032841356894213",2021-10-29 10:30:18,"neko_kinmokusei","@Ata_IQ2 おまわりさんこいつです","Twitter for iPhone",11,"x1454028627381678081","x974583348289986560","Ata_IQ2",FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,"x974583348289986560","Ata_IQ2","ja",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/neko_kinmokusei/status/1454032841356894213","chiro","あなたの隣","AA.G西よわよわヒーラー。LostArk.amanバードです。支援職で殴りたい。",,FALSE,103,498,0,2173,1205,2015-04-16 13:39:48,FALSE,,,,"https://pbs.twimg.com/profile_banners/3159657318/1602227640","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/842974417743372289/iPbEaKB7_normal.jpg"
"x1383704504311304197","x1454032841352777728",2021-10-29 10:30:18,"97_g12","-idm

. . . . . 😳 https://t.co/zLo1XNicOb","Twitter Web App",,,,,FALSE,TRUE,0,0,0,0,,,,,,"http://pbs.twimg.com/media/FC2gk4EVEAAr5lb.jpg","https://t.co/zLo1XNicOb","https://twitter.com/indomyfess/status/1453995023716941824/photo/1","photo","http://pbs.twimg.com/media/FC2gk4EVEAAr5lb.jpg","https://t.co/zLo1XNicOb","https://twitter.com/indomyfess/status/1453995023716941824/photo/1",,"x292019537","indomyfess","und",,,,,,,,,,,,,,,,"x1453995023716941824","-idm

. . . . . 😳 https://t.co/zLo1XNicOb",2021-10-29 08:00:02,"Tweeted from ARMY Bomb",1429,136,"x292019537","indomyfess","idm | STREAM 'MY UNIVERSE'",167855,4406,279717,,"AUTOBASE for BTS and ARMY only. Affiliated with @lNDOMY & @lNDOMYSHOP. DM with -idm will be autotweeted. | -idm 포함한 디엠을 남기면 자동트윗으로 올립니다.",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/97_g12/status/1454032841352777728","galaishere_°¿°♡",,"fan account































































BTS💜ARMY",,FALSE,358,410,0,11011,15129,2021-04-18 08:51:09,FALSE,,,,"https://pbs.twimg.com/profile_banners/1383704504311304197/1630240856","","http://pbs.twimg.com/profile_images/1450011614598418433/9J5ASsgs_normal.jpg"
"x2248962492","x1454032841357107203",2021-10-29 10:30:18,"cerenkaragoz07","the only and true world leader. https://t.co/6FPiZxbfTn","Twitter for iPhone",,,,,FALSE,TRUE,0,0,0,0,,,,,,"http://pbs.twimg.com/media/FC0WuQAacAABliA.jpg","https://t.co/6FPiZxbfTn","https://twitter.com/artsunsett/status/1453843245025439749/photo/1","photo","http://pbs.twimg.com/media/FC0WuQAacAABliA.jpg","https://t.co/6FPiZxbfTn","https://twitter.com/artsunsett/status/1453843245025439749/photo/1",,"x1192391921420947456","artsunsett","en",,,,,,,,,,,,,,,,"x1453843245025439749","the only and true world leader. https://t.co/6FPiZxbfTn",2021-10-28 21:56:55,"Twitter for iPhone",27810,4546,"x1192391921420947456","artsunsett","art",78484,0,1156,,"📸 photos do not belong to us |",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/cerenkaragoz07/status/1454032841357107203","CK","Alanya,Kocaeli","aynen","http://instagram.com/cerenkaragoz07",FALSE,467,184,0,3547,23276,2013-12-16 16:10:40,FALSE,,,,"https://pbs.twimg.com/profile_banners/2248962492/1457980581","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1443324459918761995/4STmYWv3_normal.jpg"
"x1231558043529248769","x1454032841378050048",2021-10-29 10:30:18,"kianamoqads","اگه به مامان بابام واسه هردفعه که اعصاب منو میگان پول میدادن، الان تریلیارد ها تومن سرمایه داشتیم.","Twitter for iPhone",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x1342824822632570881","DePooya","fa",,,,,,,,,,,,,,,,"x1454021820886265856","اگه به مامان بابام واسه هردفعه که اعصاب منو میگان پول میدادن، الان تریلیارد ها تومن سرمایه داشتیم.",2021-10-29 09:46:31,"Twitter for Android",5,2,"x1342824822632570881","DePooya","دِ پویا🔪",138,319,1229,,"CAPRICIOUS.",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/kianamoqads/status/1454032841378050048","FUCKEDUP","Canada","♥️🐈‍⬛                                                https://t.me/BiChatBot?start=sc-431555-rHMkoMl",,FALSE,506,484,0,1421,1705,2020-02-23 12:35:03,FALSE,,,,"https://pbs.twimg.com/profile_banners/1231558043529248769/1633030535","","http://pbs.twimg.com/profile_images/1442437778608902147/mQVV7PDR_normal.jpg"
"x1231600934066835456","x1454032841378045955",2021-10-29 10:30:18,"saylessbestie","Ling Chao and Tutu !!! 🥰🥰🥰 #준 https://t.co/rEeUNnrrTv","Twitter for iPhone",,,,,FALSE,TRUE,0,0,0,0,"준",,,,,"http://pbs.twimg.com/ext_tw_video_thumb/1454017658127466502/pu/img/M2TJ0Wj-RzmvbxxB.jpg","https://t.co/rEeUNnrrTv","https://twitter.com/wonubliss/status/1454017742143557635/video/1","photo","http://pbs.twimg.com/ext_tw_video_thumb/1454017658127466502/pu/img/M2TJ0Wj-RzmvbxxB.jpg","https://t.co/rEeUNnrrTv","https://twitter.com/wonubliss/status/1454017742143557635/video/1",,"x806018965218566145","wonubliss","en",,,,,,,,,,,,,,,,"x1454017742143557635","Ling Chao and Tutu !!! 🥰🥰🥰 #준 https://t.co/rEeUNnrrTv",2021-10-29 09:30:18,"Twitter for Android",1739,702,"x806018965218566145","wonubliss","쿱정원🌻‧₊˚.",96181,552,69773,"원우 • ウォヌ • 全圆佑","(FAN ACCOUNT ONLY) 세븐틴_캐럿_서로만_믿고가자 • she/her • 🍒💜 • BUSY •",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/saylessbestie/status/1454032841378045955","ONLY(ze semi ia🍒🎸)LEFT","🇴🇲","Multi | 21 | any | moved here from my old account | stan account |🐱🐈",,FALSE,129,728,0,11052,20944,2020-02-23 15:25:30,FALSE,,,,"https://pbs.twimg.com/profile_banners/1231600934066835456/1635195055","","http://pbs.twimg.com/profile_images/1451540079361597445/XBP4pwIz_normal.jpg"
"x1113254450318073865","x1454032841373675522",2021-10-29 10:30:18,"mochi0__0","お寄せいただいた個人情報は、 プレゼントの発送以外の目的では使用いたしません。","Twitter for iPhone",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x1324644274017726465","tsukiichi_anna","ja",,,,,,,,,,,,,,,,"x1453548344358232064","お寄せいただいた個人情報は、 プレゼントの発送以外の目的では使用いたしません。",2021-10-28 02:25:05,"Twitter for iPhone",57,13,"x1324644274017726465","tsukiichi_anna","読売テレビ　ツキいちanna【公式】",25447,30,19,,"10月スタートの新番組「ツキいちanna」
関西の夕方に“ええ”情報をお届けしてきた「a-yan」がリニューアル★月に一度、木曜日10:25～選りすぐりの最新情報をお届けします！豪華Twitterプレゼント企画も実施します★
次回は11月18日(木)10:25～放送！
【注意】偽アカウントからのDM等にご注意下さい！",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/mochi0__0/status/1454032841373675522","もち 36w 🍀","⭐気になるツイートやおいしいものを拡散します⭐","👨‍👩‍👧＋🐸＋11月出産予定🤍￤#ママ友募集中￤お菓子作りと食べることが趣味🤤💕最近はどれだけおいしい焼き芋が作れるかにハマり中🤣そして体重が増えていく毎日...🍠( '-' ）￤漫画とゲームとポケモン𖤐⸒⸒￤当選したものは感謝を込めて✎__ #もち当選報告🌈￤おふくわけ✎__ #ぷれもち","https://www.amazon.jp/hz/wishlist/ls/2CJ3N8Z6INW4I?ref_=wl_share",FALSE,13545,13962,41,225767,135055,2019-04-03 01:38:39,FALSE,,,,"https://pbs.twimg.com/profile_banners/1113254450318073865/1632142694","","http://pbs.twimg.com/profile_images/1399156792769216515/b8pSOxYo_normal.jpg"
"x966475470391803905","x1454032841356967938",2021-10-29 10:30:18,"_nyavellyyy","@claringclang @_ayekamanalo pota ka, akala ko dun ka sa tweet ni ayek abt regla nagreply 😭 hahshahahahahhaha","Twitter for iPhone",80,"x1454012895415599105","x995319373286883329","claringclang",FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,"x995319373286883329 x796659555115495429","claringclang _ayekamanalo","tl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/_nyavellyyy/status/1454032841356967938","รђคฬՇץ ♡",,"20 | 🇵🇭",,FALSE,312,158,0,16439,37006,2018-02-22 00:51:23,FALSE,,,,"https://pbs.twimg.com/profile_banners/966475470391803905/1633237287","","http://pbs.twimg.com/profile_images/1448951799335960582/ffL_Xlf6_normal.jpg"
"x1306659995656704003","x1454032841373675521",2021-10-29 10:30:18,"VenkatPraveen_M","@only_4_pspk @Ravana48 @iVishnuManchu Dhanikosame megay batch nottam PR venakanundi Nana sankalu nakindi.. inka naakutundi","Twitter for Android",84,"x1453990745505865728","x1234046151474606080","only_4_pspk",FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,"x1234046151474606080 x877931442923200513 x2251504278","only_4_pspk Ravana48 iVishnuManchu","in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/VenkatPraveen_M/status/1454032841373675521","Venkat","Hyderabad, India",,,FALSE,19,64,0,4630,12607,2020-09-17 18:23:38,FALSE,,,,,"","http://pbs.twimg.com/profile_images/1426996428484739075/54mPfnLq_normal.jpg"
"x1253172843187240961","x1454032841378041858",2021-10-29 10:30:18,"sanatgunesimiz","Giveaway 10M #Shiba !🚀
2 Winners 
30 mins 

 receive        receive            receive 
👇             👇               👇","Twitter Web App",,,,,FALSE,TRUE,0,0,0,0,"Shiba",,,,,,,,,,,,,"x1425316749797330951","IlovetheVRA","en",,,,,,,,,,,,,,,,"x1454016576911339525","Giveaway 10M #Shiba !🚀
2 Winners 
30 mins 

 receive        receive            receive 
👇             👇               👇",2021-10-29 09:25:40,"Twitter for Android",327,288,"x1425316749797330951","IlovetheVRA","IlovetheVRA",10969,1467,522,"Shanghai","* DM to promote your Crypto Projects
 #VRA #BTC  #ETH #ADA #DOT #SOL 
Social Media & Crypto Project Promotion & Marketing
#SHIB #Shiba #dogecoin",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/sanatgunesimiz/status/1454032841378041858","Sanat Güneşi",,"#CRO

Şimdi Uzaklardasın
Uzun Yıllar Bekledim
Geçti Artık Güzel Günler",,FALSE,39,1064,0,2153,5569,2020-04-23 04:04:52,FALSE,,,,"https://pbs.twimg.com/profile_banners/1253172843187240961/1587615856","","http://pbs.twimg.com/profile_images/1253177823688306688/wi_w2FnL_normal.jpg"
"x1405850005185785858","x1454032841369538565",2021-10-29 10:30:18,"taehee88921380",".@JYPETWICE's ""BDZ"" has surpassed 44 MILLION streams on Spotify.

https://t.co/jKs0CwZyHZ","Twitter Web App",,,,,FALSE,TRUE,0,0,0,0,,,"open.spotify.com/track/6ceKChoZ…","https://t.co/jKs0CwZyHZ","https://open.spotify.com/track/6ceKChoZYLdw24Ph1CDFUJ?si=3e78d5161cce4e0f",,,,,,,,,"x703369698545639424 x3129056526","Twiceonspotify JYPETWICE","en",,,,,,,,,,,,,,,,"x1454004709476425732",".@JYPETWICE's ""BDZ"" has surpassed 44 MILLION streams on Spotify.

https://t.co/jKs0CwZyHZ",2021-10-29 08:38:31,"Twitter Web App",81,21,"x703369698545639424","Twiceonspotify","TWICE On Spotify(slow updates)🧪",32226,23,11558,"Turn notifications on","Daily updates on @JYPETWICE Spotify stats. 
CC - http://curiouscat.me/Twiceonspotify
Pre-save ""Formula of love""  - https://twice.lnk.to/formula-of-love",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/taehee88921380/status/1454032841369538565","tae hee🧪🧑‍🔬",,,,FALSE,1,22,0,4774,4736,2021-06-18 11:29:07,FALSE,,,,"https://pbs.twimg.com/profile_banners/1405850005185785858/1630723074","","http://pbs.twimg.com/profile_images/1418185023736270849/7NphHj1a_normal.jpg"
"x1449554441049309187","x1454032841361137664",2021-10-29 10:30:18,"musume_mukodono","今日のありがたいニュース✨
#ベストヒット歌謡祭 出演🎊
#VMAJ2021 出演🎊
最優秀ダンスビデオ賞受賞🏆🙌

#PROCESSJO1 🦒🐶🍓JO1パークでのオフもたのしかったなーっ
#佐藤景瑚 #川西拓実 #豆原一成

（友情出演 #與那城奨 #川尻蓮 #白岩瑠姫 #鶴房汐恩）
#JO1 #Prologue #REAL  @official_jo1 https://t.co/dZcTIfxOP5","Twitter for Android",,,,,FALSE,TRUE,0,0,0,0,"ベストヒット歌謡祭 VMAJ2021 PROCESSJO1 佐藤景瑚 川西拓実 豆原一成",,,,,,,,,,,,,"x1185764274586578944","ren_jjagi_jo1","ja",,,,,,,,,,,,,,,,"x1454030809724190720","今日のありがたいニュース✨
#ベストヒット歌謡祭 出演🎊
#VMAJ2021 出演🎊
最優秀ダンスビデオ賞受賞🏆🙌

#PROCESSJO1 🦒🐶🍓JO1パークでのオフもたのしかったなーっ
#佐藤景瑚 #川西拓実 #豆原一成

（友情出演 #與那城奨 #川尻蓮 #白岩瑠姫 #鶴房汐恩）
#JO1 #Prologue #REAL  @official_jo1 https://t.co/dZcTIfxOP5",2021-10-29 10:22:14,"Twitter for Android",10,10,"x1185764274586578944","ren_jjagi_jo1","🦊ちゃぎ🐟🧇💄（🍄）",753,581,24514,"JO1がいる星","ごーとぅだとっぷ！大人JAM💐
JAMさんフォロー歓迎☺️無言🙇‍♀️鍵垢→🙇‍♀️
💙200201横浜夜📣東京JAM🗼",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/musume_mukodono/status/1454032841361137664","蓮くん娘のお婿さんになってください",,"GttT垢です。一緒にごぅーとぅーだとっぷするです。",,FALSE,71,96,0,235,245,2021-10-17 01:55:12,FALSE,,,,"https://pbs.twimg.com/profile_banners/1449554441049309187/1635207883","","http://pbs.twimg.com/profile_images/1452789852479496192/n7Wc-uyf_normal.jpg"
"x50036729","x1454032841352761346",2021-10-29 10:30:18,"yos_mit","猛烈に乱暴にいうと、漫画以外の作業に割く時間が異様に増えて、面倒なことこの上なくなる、ということだ。「確定申告」規模のを年にもう一回やる事になる、と言ったら、悲鳴を上げたくなる人多いんじゃない？
当然税金は収入に応じてガッツリとられる。どんなに低収入だろうと。","Twitter for iPad",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x97613058","tamakinozomu","ja",,,,,,,,,,,,,,,,"x1453838093702729728","猛烈に乱暴にいうと、漫画以外の作業に割く時間が異様に増えて、面倒なことこの上なくなる、ということだ。「確定申告」規模のを年にもう一回やる事になる、と言ったら、悲鳴を上げたくなる人多いんじゃない？
当然税金は収入に応じてガッツリとられる。どんなに低収入だろうと。",2021-10-28 21:36:27,"Twitter Web App",258,275,"x97613058","tamakinozomu","環望",11910,1556,22301,"東京新特区","漫画家。漫画と家族のことだけ考えて暮らしたいが、それを世間が許さない。",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/yos_mit/status/1454032841352761346","mit@MK01",,"趣味はロードバイク。メイドさん学科自転車部所属 MAKINO MK01、VTR250はじめました。","http://minkara.carview.co.jp/userid/317795/blog/",FALSE,678,3955,28,84048,44399,2009-06-23 17:18:09,FALSE,,,,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/817355079489490945/ibBm47mB_normal.jpg"
"x45221789","x1454032841344311297",2021-10-29 10:30:18,"demz34","Getting a lot of cleaning and decluttering done at home might ... More for Taurus https://t.co/aeQbess6ew","Twittascope",,,,,FALSE,FALSE,0,0,0,0,,,"bit.ly/wMRKBc","https://t.co/aeQbess6ew","http://bit.ly/wMRKBc",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/demz34/status/1454032841344311297","demz·٠•●★","Jamaica",,"http://demz34.tumblr.com/",FALSE,121,243,0,22471,1467,2009-06-06 21:49:03,FALSE,,,,,"http://abs.twimg.com/images/themes/theme4/bg.gif","http://pbs.twimg.com/profile_images/1222356275779993601/CUitXgO-_normal.jpg"
"x1396857950933823490","x1454032841357017091",2021-10-29 10:30:18,"tiffiy__","İnsanlara neden ağlıyorsun gibi saçma sorular sormayın mor Seokjini kaçırdıkları için ağlıyor olabilirler","Twitter for Android",,,,,FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,,,"tr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/tiffiy__/status/1454032841357017091","nini","BTS","7/24 Bangtan enayiliği





























































Butter'in yengesi",,FALSE,448,431,13,11091,38913,2021-05-24 15:58:02,FALSE,,,,"https://pbs.twimg.com/profile_banners/1396857950933823490/1634987889","","http://pbs.twimg.com/profile_images/1451869353188679682/2kFXdraK_normal.jpg"
"x3249617838","x1454032841344385026",2021-10-29 10:30:18,"iris_gazou","https://t.co/Ly04VzzUqb","twittbot.net",,,,,TRUE,FALSE,0,0,0,0,,,"twitter.com/iris_gazou/sta…","https://t.co/Ly04VzzUqb","https://twitter.com/iris_gazou/status/658126374519967745",,,,,,,,,,,"und","x658126374519967745","https://t.co/C6shAsLDs3",2015-10-25 03:42:09,"Twitter for iPhone",2,0,"x3249617838","iris_gazou","i☆Ris画像bot",11,0,74891,,"i☆Risの画像をお届けする半手動bot。 i☆Risと呟くとお星様が届くかも...？ 全力でi☆Risを応援するbotです！",FALSE,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/iris_gazou/status/1454032841344385026","i☆Ris画像bot",,"i☆Risの画像をお届けする半手動bot。 i☆Risと呟くとお星様が届くかも...？ 全力でi☆Risを応援するbotです！",,FALSE,11,0,0,74892,9,2015-06-19 10:03:32,FALSE,,,,"https://pbs.twimg.com/profile_banners/3249617838/1434709593","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/611837914805243904/2rjbBNCB_normal.jpg"
"x147713604","x1454032841356972032",2021-10-29 10:30:18,"BigMick13","A chatty atmosphere in your social life may wander into some s... More for Libra https://t.co/YZh4EZHj7p","Twittascope",,,,,FALSE,FALSE,0,0,0,0,,,"bit.ly/wvRgyF","https://t.co/YZh4EZHj7p","http://bit.ly/wvRgyF",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/BigMick13/status/1454032841356972032","Mickey johnson","Buffalo New York","I'm the one u want to meet.. Catch me on instagram @BigMick13 also on Facebook MarionMickeyJohnson..",,FALSE,177,395,0,5607,19,2010-05-24 21:31:39,FALSE,,,,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/2067757416/image_normal.jpg"
